58) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (66) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (73) boot:  2 factory          factory app      00 00 00010000 00100000
I (81) boot: End of partition table
I (85) esp_image: segment 0: paddr=0x00010020 vaddr=0x3f400020 size=0x23820 (145440) map
I (145) esp_image: segment 1: paddr=0x00033848 vaddr=0x3ffb0000 size=0x03164 ( 12644) load
I (150) esp_image: segment 2: paddr=0x000369b4 vaddr=0x40080000 size=0x00400 (  1024) load
I (152) esp_image: segment 3: paddr=0x00036dbc vaddr=0x40080400 size=0x09254 ( 37460) load
I (176) esp_image: segment 4: paddr=0x00040018 vaddr=0x400d0018 size=0x8cad8 (576216) map
I (378) esp_image: segment 5: paddr=0x000ccaf8 vaddr=0x40089654 size=0x06a4c ( 27212) load
I (399) boot: Loaded app from partition at offset 0x10000
I (399) boot: Disabling RNG early entropy source...
I (400) cpu_start: Pro cpu up.
I (403) cpu_start: Application information:
I (408) cpu_start: Project name:     akkaEsp32
I (413) cpu_start: App version:      v0.3-58-g421e464-dirty
I (420) cpu_start: Compile time:     Aug  1 2019 23:12:22
I (426) cpu_start: ELF file SHA256:  4a85524c328c8d67...
I (432) cpu_start: ESP-IDF:          v4.0-dev-459-gba1ff1692-dirty
I (439) cpu_start: Starting app cpu, entry point is 0x4008106c
I (0) cpu_start: App cpu up.
I (449) heap_init: Initializing. RAM available for dynamic allocation:
I (456) heap_init: At 3FFAE6E0 len 00001920 (6 KiB): DRAM
I (462) heap_init: At 3FFB9AB0 len 00026550 (153 KiB): DRAM
I (468) heap_init: At 3FFE0440 len 00003AE0 (14 KiB): D/IRAM
I (474) heap_init: At 3FFE4350 len 0001BCB0 (111 KiB): D/IRAM
I (481) heap_init: At 400900A0 len 0000FF60 (63 KiB): IRAM
I (487) cpu_start: Pro cpu start user code
I (60) cpu_start: Starting scheduler on PRO CPU.
I (0) cpu_start: Starting scheduler on APP CPU.
  3FFBC7A0 I |       25 | ESP32-14936 |        main.cpp:  79 | Starting Akka on ESP8266 heap : 264508 
  3FFBCF90 I |    64184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    64188 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 383
  3FFBCF90 I |    64196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |    64236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 396
  3FFBCF90 I |    64287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 411
  3FFBCF90 I |    64292 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 422
  3FFBCF90 I |    64336 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 435
  3FFBCF90 I |    64386 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 452
  3FFBCF90 I |    64436 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 470
  3FFBCF90 I |    64487 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 486
  3FFBCF90 I |    64585 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 504
  3FFBCF90 I |    64636 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 523
  3FFBCF90 I |    64686 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 542
  3FFBCF90 I |    64736 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 559
  3FFBCF90 I |    64786 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 587
  3FFBCF90 I |    64836 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 607
  3FFBCF90 I |    64886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 625
  3FFBCF90 I |    64936 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 645
  3FFBCF90 I |    64986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 666
  3FFBCF90 I |    65036 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 693
  3FFBCF90 I |    65087 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 723
  3FFBCF90 I |    65136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 745
  3FFBCF90 I |    65184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    65188 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 767
  3FFBCF90 I |    65194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    65203 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |    65209 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |    65219 | remote |      System.cpp:  16 |  heap:157752 stack:2880 heap free :223092 largest block : 113804 
  3FFBCF90 I |    65231 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |    65241 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 792
  3FFBCF90 I |    65287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 811
  3FFBCF90 I |    65292 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 833
  3FFBCF90 I |    65336 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 857
  3FFBCF90 I |    65386 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 883
  3FFBCF90 I |    65436 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 911
  3FFBCF90 I |    65486 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 941
  3FFBCF90 I |    65586 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 975
  3FFBCF90 I |    65636 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 996
  3FFBCF90 I |    65687 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 1012
  3FFC9A50 I |    65986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 972
  3FFBCF90 I |    66036 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 903
  3FFBCF90 I |    66086 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 832
  3FFBCF90 I |    66136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 798
  3FFBCF90 I |    66183 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    66188 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 757
  3FFBCF90 I |    66236 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 740
  3FFBCF90 I |    66286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 715
  3FFBCF90 I |    66290 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 689
  3FFBCF90 I |    66336 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 671
  3FFBCF90 I |    66386 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 650
  3FFBCF90 I |    66437 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 628
  3FFBCF90 I |    66486 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 605
  3FFBCF90 I |    66585 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 585
  3FFBCF90 I |    66637 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 566
  3FFBCF90 I |    66686 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 547
  3FFBCF90 I |    66736 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 532
  3FFBCF90 I |    66786 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 509
  3FFBCF90 I |    66837 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 484
  3FFBCF90 I |    66886 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 461
  3FFBCF90 I |    66936 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 440
  3FFBCF90 I |    66986 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 413
  3FFBCF90 I |    67037 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 395
  3FFBCF90 I |    67086 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 376
  3FFBCF90 I |    67136 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 368
  3FFBCF90 I |    67183 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    67188 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 360
  3FFBCF90 I |    67196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |    67237 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    67286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    68184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    68195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |    68286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    69184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    69196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |    69286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    70184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    70194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    70200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |    70206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |    70216 | remote |      System.cpp:  16 |  heap:158860 stack:2884 heap free :224200 largest block : 113804 
  3FFBCF90 I |    70224 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |    70286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    71184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    71196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |    71286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    72184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    72286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    73184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    73196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |    73286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    74184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    74195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |    74286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    75184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    75194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    75200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |    75206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFC9A50 I |    75218 | remote |      System.cpp:  16 |  heap:158944 stack:2664 heap free :222588 largest block : 113804 
  3FFBCF90 I |    75226 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |    75286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    76184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    76196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |    76286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    77184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    77199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |    77286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    78184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    78286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    79184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    79196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |    79286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    80184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    80194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    80202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |    80204 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFC9A50 I |    80214 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |    80222 | remote |      System.cpp:  16 |  heap:159024 stack:2892 heap free :224364 largest block : 113804 
  3FFBCF90 I |    80286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    81184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    81196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |    81286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    82184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    82195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |    82286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    83184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    83196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |    83288 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    84184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    84286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    85184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    85194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    85202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |    85205 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |    85214 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |    85224 | remote |      System.cpp:  16 |  heap:159044 stack:2880 heap free :224384 largest block : 113804 
  3FFBCF90 I |    85286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    86184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    86198 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |    86286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    87184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    87196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |    87286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    88184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    88196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |    88286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    89184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    89196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |    89286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    90184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    90194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    90199 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |    90206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |    90218 | remote |      System.cpp:  16 |  heap:159108 stack:2892 heap free :224448 largest block : 113804 
  3FFBCF90 I |    90286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 351
  3FFBCF90 I |    91184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    91196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |    91286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    92184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    92197 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |    92287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    93184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    93196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |    93286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    94184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    94196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |    94286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    95184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    95194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    95200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |    95206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |    95216 | remote |      System.cpp:  16 |  heap:158964 stack:2880 heap free :224304 largest block : 113804 
  3FFBCF90 I |    95228 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |    95286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |    96184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    96286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    97184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    97196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |    97286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    98184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    98195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |    98286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |    99184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |    99196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |    99286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   100184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   100194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   100200 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   100206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   100216 | remote |      System.cpp:  16 |  heap:158460 stack:2664 heap free :223800 largest block : 113804 
  3FFBCF90 I |   100225 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   100286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   101184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   101196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   101286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   102184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   102286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   103184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   103198 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   103286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   104184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   104195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   104286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFC9A50 I |   105184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   105194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   105202 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   105205 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   105214 | remote |      System.cpp:  16 |  heap:157492 stack:2892 heap free :222832 largest block : 113804 
  3FFBCF90 I |   105225 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFC9A50 I |   105286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   106184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   106196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   106286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   107184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   107196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   107287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   108184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   108286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   109184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   109196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/mqtt/clientId = "remote/mqtt#12345"
  3FFBCF90 I |   109286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   110184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   110194 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   110203 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/simple = 1123
  3FFBCF90 I |   110206 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/complex = {"a":1,"b":true,"c":"a string","e":3.14}
  3FFBCF90 I |   110215 | remote |      System.cpp:  16 |  heap:156920 stack:2880 heap free :222260 largest block : 113804 
  3FFBCF90 I |   110227 | remote |        Mqtt.cpp: 186 | PUB : src/remote/bridge/txd = 0
  3FFBCF90 I |   110286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 352
  3FFBCF90 I |   111184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   111196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/build = "Aug  1 2019 23:12:58"
  3FFBCF90 I |   111286 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   112184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   112195 | remote |        Mqtt.cpp: 186 | PUB : src/remote/config/config = "loaded"
  3FFBCF90 I |   112287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
  3FFBCF90 I |   113184 | remote |        Mqtt.cpp: 186 | PUB : src/remote/system/alive = true
  3FFBCF90 I |   113196 | remote |        Mqtt.cpp: 186 | PUB : src/remote/wifi/rssi = -76
  3FFBCF90 I |   113287 | remote |        Mqtt.cpp: 186 | PUB : src/remote/remote/potLeft = 353
